loss,accuracy,val_loss,val_accuracy
0.3375367820262909,0.8844000101089478,0.23988862335681915,0.9172000288963318
0.3360653221607208,0.884850025177002,0.26408809423446655,0.9132000207901001
0.3333616554737091,0.8862500190734863,0.2618759572505951,0.9147999882698059
0.3338741660118103,0.8860250115394592,0.2616247534751892,0.9147999882698059
0.3298614025115967,0.8864499926567078,0.2731456160545349,0.9121999740600586
0.3277330696582794,0.887374997138977,0.3170563280582428,0.9024999737739563
0.3244069516658783,0.8898249864578247,0.2882705330848694,0.9071999788284302
0.32028576731681824,0.8892499804496765,0.26321324706077576,0.9132000207901001
0.31797775626182556,0.8905749917030334,0.2989444434642792,0.9038000106811523
0.32039913535118103,0.8893250226974487,0.30274447798728943,0.9061999917030334
0.31348395347595215,0.8907750248908997,0.2582731246948242,0.9153000116348267
0.31228378415107727,0.8900750279426575,0.2791909873485565,0.9122999906539917
0.3049159348011017,0.8970000147819519,0.23713815212249756,0.9226999878883362
0.3066500425338745,0.8942999839782715,0.23412290215492249,0.9212999939918518
0.30301597714424133,0.897599995136261,0.2775639593601227,0.9115999937057495
0.301510214805603,0.8953999876976013,0.2673744261264801,0.9161999821662903
0.30305641889572144,0.8958749771118164,0.2605725824832916,0.9156000018119812
0.3009582757949829,0.8960750102996826,0.2567833364009857,0.9187999963760376
0.2954145669937134,0.899275004863739,0.22499723732471466,0.9244999885559082
0.2899927496910095,0.9011750221252441,0.2549254596233368,0.919700026512146
0.28914573788642883,0.9008499979972839,0.28404501080513,0.9121000170707703
0.28453654050827026,0.9019749760627747,0.252647340297699,0.9196000099182129
0.2842603325843811,0.8999999761581421,0.31457698345184326,0.9053000211715698
0.2860446274280548,0.9004250168800354,0.22480790317058563,0.9266999959945679
0.2842786908149719,0.902999997138977,0.24933630228042603,0.9193000197410583
0.28886178135871887,0.8998249769210815,0.22779734432697296,0.9247999787330627
0.2817947566509247,0.9035500288009644,0.27169203758239746,0.9120000004768372
0.2793467342853546,0.9046750068664551,0.23575717210769653,0.9215999841690063
0.2771569788455963,0.905174970626831,0.2582615613937378,0.9189000129699707
0.27390965819358826,0.9052749872207642,0.24406222999095917,0.9218000173568726
0.27733680605888367,0.9027000069618225,0.24179714918136597,0.9239000082015991
0.26806628704071045,0.9078999757766724,0.24408935010433197,0.9217000007629395
0.27684485912323,0.9037500023841858,0.2391376942396164,0.921999990940094
0.2705324590206146,0.90625,0.22975032031536102,0.9259999990463257
0.2701909840106964,0.905875027179718,0.2444467842578888,0.92330002784729
0.2668329179286957,0.9087499976158142,0.2708140015602112,0.9182999730110168
0.2621888816356659,0.9105749726295471,0.2625894248485565,0.9187999963760376
0.26173827052116394,0.9102749824523926,0.28420284390449524,0.9146999716758728
0.2606346309185028,0.9111999869346619,0.22241903841495514,0.9301999807357788
0.25858062505722046,0.9100499749183655,0.24732421338558197,0.9236999750137329
0.2567709684371948,0.9098250269889832,0.2212618589401245,0.9312999844551086
0.25523048639297485,0.9100750088691711,0.23730002343654633,0.9254999756813049
0.2564128339290619,0.9119250178337097,0.23626191914081573,0.9269000291824341
0.25492262840270996,0.911175012588501,0.24582654237747192,0.920199990272522
0.25167378783226013,0.9135000109672546,0.23174995183944702,0.9277999997138977
0.24975073337554932,0.9127749800682068,0.29849421977996826,0.9111999869346619
0.24951229989528656,0.9144750237464905,0.22238823771476746,0.9283000230789185
0.2500123381614685,0.9138500094413757,0.2663695812225342,0.9200000166893005
0.24480058252811432,0.9144250154495239,0.25575414299964905,0.9229000210762024
0.24283361434936523,0.9161999821662903,0.23203203082084656,0.9264000058174133
