loss,accuracy,val_loss,val_accuracy
0.9129395484924316,0.6990749835968018,0.5582550764083862,0.8130000233650208
0.7707992792129517,0.7348250150680542,0.4530245065689087,0.8476999998092651
0.7233160734176636,0.755649983882904,0.5640404224395752,0.8224999904632568
0.6865624189376831,0.7671999931335449,0.45593780279159546,0.8501999974250793
0.664496898651123,0.772225022315979,0.46087774634361267,0.8474000096321106
0.6386104226112366,0.7807499766349792,0.44141727685928345,0.8550999760627747
0.6158079504966736,0.7895500063896179,0.4207010269165039,0.8580999970436096
0.6030653119087219,0.7928749918937683,0.41334268450737,0.8633000254631042
0.5865309834480286,0.8007000088691711,0.4087296426296234,0.8662999868392944
0.5637166500091553,0.8075000047683716,0.41950318217277527,0.8593999743461609
0.5614674091339111,0.8086000084877014,0.41437017917633057,0.8666999936103821
0.5555983781814575,0.810325026512146,0.41151317954063416,0.8672000169754028
0.5388980507850647,0.8158000111579895,0.7713669538497925,0.7558000087738037
0.5245887041091919,0.8216000199317932,0.3613303601741791,0.8813999891281128
0.5107309222221375,0.8250749707221985,0.468473881483078,0.8471999764442444
0.5050817131996155,0.8274250030517578,0.4224141538143158,0.8596000075340271
0.5026257038116455,0.8296999931335449,0.37450623512268066,0.8737000226974487
0.4903361201286316,0.8324750065803528,0.4121495485305786,0.8647000193595886
0.4853838384151459,0.8342249989509583,0.33607274293899536,0.8883000016212463
0.4686615765094757,0.8394749760627747,0.399770587682724,0.8702999949455261
0.47329825162887573,0.8386499881744385,0.38395237922668457,0.8772000074386597
0.4594852924346924,0.842074990272522,0.4453941285610199,0.8540999889373779
0.45549893379211426,0.84722501039505,0.34666675329208374,0.8844000101089478
0.4446682035923004,0.8473749756813049,0.3209514021873474,0.8906999826431274
0.44371387362480164,0.8472750186920166,0.3202008605003357,0.8896999955177307
0.434233695268631,0.8517500162124634,0.3110709488391876,0.8960000276565552
0.4303526282310486,0.8520500063896179,0.2927308678627014,0.8978999853134155
0.4271862208843231,0.8532500267028809,0.3197929561138153,0.8896999955177307
0.42740386724472046,0.8539999723434448,0.3168960213661194,0.8932999968528748
0.41384467482566833,0.8587499856948853,0.3302380442619324,0.890999972820282
0.4151369631290436,0.8579249978065491,0.2678173780441284,0.9085000157356262
0.40371981263160706,0.8617749810218811,0.2861301600933075,0.9020000100135803
0.40656042098999023,0.861549973487854,0.2943043112754822,0.9006999731063843
0.39821165800094604,0.8632000088691711,0.3136417269706726,0.8964999914169312
0.39357393980026245,0.8666999936103821,0.30483555793762207,0.8956000208854675
0.38827797770500183,0.8676999807357788,0.3142523169517517,0.8959000110626221
0.3815833628177643,0.869949996471405,0.2696128785610199,0.907800018787384
0.390450656414032,0.8666750192642212,0.28818339109420776,0.9024999737739563
0.378330796957016,0.8707500100135803,0.30188947916030884,0.8988000154495239
0.37228208780288696,0.8732500076293945,0.26906171441078186,0.9077000021934509
0.3708217144012451,0.8722249865531921,0.2775658965110779,0.9052000045776367
0.36197149753570557,0.8762249946594238,0.3234111964702606,0.8927000164985657
0.3617243766784668,0.8744249939918518,0.32200613617897034,0.8956000208854675
0.36005061864852905,0.8759499788284302,0.2607237994670868,0.9099000096321106
0.354051798582077,0.8783749938011169,0.28372928500175476,0.9071000218391418
0.3511991500854492,0.8791499733924866,0.2538425922393799,0.9139999747276306
0.34767553210258484,0.8795499801635742,0.2938016653060913,0.9025999903678894
0.351577490568161,0.880050003528595,0.30111026763916016,0.8992999792098999
0.34316128492355347,0.8821250200271606,0.2906828224658966,0.9031999707221985
0.3424735963344574,0.881850004196167,0.31997808814048767,0.8998000025749207
